jobs,lock,runtime_ns
8,backoff-1-512,126951677
8,backoff-1-512,124068867
8,backoff-1-512,125298911
8,backoff-1-512,126352164
8,backoff-1-512,125481682
8,backoff-1-512,126159548
8,backoff-1-512,124896607
8,backoff-1-512,124930855
8,backoff-1-512,124880626
8,backoff-1-512,126320601
8,backoff-1-512,120342082
8,backoff-1-512,126125707
8,backoff-1-512,125132506
8,backoff-1-512,125328836
8,backoff-1-512,127269487
8,backoff-1-512,124876283
8,backoff-1-512,124672202
8,backoff-1-512,122210155
8,backoff-1-512,124391870
8,backoff-1-512,124704260
8,backoff-1-512,120915804
8,backoff-1-512,126663296
8,backoff-1-512,124875222
8,backoff-1-512,126539380
8,backoff-1-512,123588638
8,backoff-1-512,124926849
8,backoff-1-512,126295944
8,backoff-1-512,125774442
8,backoff-1-512,124669572
8,backoff-1-512,124430179
8,backoff-1-512,127211327
8,backoff-1-512,122143586
8,backoff-1-512,122690363
8,backoff-1-512,120422380
8,backoff-1-512,127177806
8,backoff-1-512,122930878
8,backoff-1-512,126665684
8,backoff-1-512,120970513
8,backoff-1-512,127500502
8,backoff-1-512,123504107
10,backoff-1-512,185944220
10,backoff-1-512,185716246
10,backoff-1-512,185754558
10,backoff-1-512,187418081
10,backoff-1-512,186339808
10,backoff-1-512,184102804
10,backoff-1-512,179956283
10,backoff-1-512,184906994
10,backoff-1-512,184395778
10,backoff-1-512,180291130
10,backoff-1-512,186631385
10,backoff-1-512,179210541
10,backoff-1-512,184619687
10,backoff-1-512,185684895
10,backoff-1-512,184676026
10,backoff-1-512,183996846
10,backoff-1-512,182314606
10,backoff-1-512,186620239
10,backoff-1-512,184851225
10,backoff-1-512,179932438
10,backoff-1-512,184257002
10,backoff-1-512,181365517
10,backoff-1-512,183599365
10,backoff-1-512,182661862
10,backoff-1-512,184669407
10,backoff-1-512,186059117
10,backoff-1-512,186377002
10,backoff-1-512,185270624
10,backoff-1-512,181794734
10,backoff-1-512,182097072
10,backoff-1-512,183835997
10,backoff-1-512,185789325
10,backoff-1-512,182432828
10,backoff-1-512,184597243
10,backoff-1-512,187010680
10,backoff-1-512,187615660
10,backoff-1-512,181316149
10,backoff-1-512,182287503
10,backoff-1-512,182805147
10,backoff-1-512,186883107
10,backoff-1-512,182617262
10,backoff-1-512,182541604
10,backoff-1-512,186222015
10,backoff-1-512,182675466
10,backoff-1-512,182040070
10,backoff-1-512,185467426
10,backoff-1-512,182501988
10,backoff-1-512,182204752
10,backoff-1-512,182939193
10,backoff-1-512,186682156
1,backoff-1-4096,1542627
1,backoff-1-4096,1454346
1,backoff-1-4096,1499458
1,backoff-1-4096,1433673
1,backoff-1-4096,1466486
1,backoff-1-4096,1477546
1,backoff-1-4096,1454032
1,backoff-1-4096,1482277
1,backoff-1-4096,1446200
1,backoff-1-4096,1489896
1,backoff-1-4096,1441430
1,backoff-1-4096,1522850
1,backoff-1-4096,1434004
1,backoff-1-4096,1494472
1,backoff-1-4096,1413493
1,backoff-1-4096,1479858
1,backoff-1-4096,1434228
1,backoff-1-4096,1509456
1,backoff-1-4096,1431550
1,backoff-1-4096,1439239
1,backoff-1-4096,1433043
1,backoff-1-4096,1420287
1,backoff-1-4096,1497819
1,backoff-1-4096,1429940
1,backoff-1-4096,1476168
1,backoff-1-4096,1451323
1,backoff-1-4096,1483951
1,backoff-1-4096,1432888
1,backoff-1-4096,1491142
1,backoff-1-4096,1447402
1,backoff-1-4096,1488782
1,backoff-1-4096,1414356
1,backoff-1-4096,1419886
1,backoff-1-4096,1530554
1,backoff-1-4096,1409712
1,backoff-1-4096,1467351
1,backoff-1-4096,1416484
1,backoff-1-4096,1447748
1,backoff-1-4096,1463836
1,backoff-1-4096,1454449
1,backoff-1-4096,1449583
1,backoff-1-4096,1525525
1,backoff-1-4096,1513689
1,backoff-1-4096,1516090
1,backoff-1-4096,1510761
1,backoff-1-4096,1511714
1,backoff-1-4096,1530411
1,backoff-1-4096,1632315
1,backoff-1-4096,1627703
1,backoff-1-4096,1642149
2,backoff-1-4096,12264039
2,backoff-1-4096,13138832
2,backoff-1-4096,17851460
2,backoff-1-4096,30918842
2,backoff-1-4096,22347762
2,backoff-1-4096,21353650
2,backoff-1-4096,15687559
2,backoff-1-4096,19865248
2,backoff-1-4096,11284928
2,backoff-1-4096,14147401
2,backoff-1-4096,14216769
2,backoff-1-4096,13595007
2,backoff-1-4096,13141594
2,backoff-1-4096,13619281
2,backoff-1-4096,13360966
2,backoff-1-4096,13497694
2,backoff-1-4096,12497067
2,backoff-1-4096,14342422
2,backoff-1-4096,13560308
2,backoff-1-4096,13434983
2,backoff-1-4096,13429543
2,backoff-1-4096,14812916
2,backoff-1-4096,12033968
2,backoff-1-4096,13809934
2,backoff-1-4096,11785156
2,backoff-1-4096,12947858
2,backoff-1-4096,11537453
2,backoff-1-4096,9570666
2,backoff-1-4096,10747211
2,backoff-1-4096,9018203
2,backoff-1-4096,10714330
2,backoff-1-4096,9297126
2,backoff-1-4096,11083298
2,backoff-1-4096,8982651
2,backoff-1-4096,11129290
2,backoff-1-4096,8790394
2,backoff-1-4096,10833859
2,backoff-1-4096,8986634
2,backoff-1-4096,11043574
2,backoff-1-4096,8970138
2,backoff-1-4096,11274437
2,backoff-1-4096,8635797
2,backoff-1-4096,11274049
2,backoff-1-4096,8831055
2,backoff-1-4096,11303252
2,backoff-1-4096,9827949
2,backoff-1-4096,8163542
2,backoff-1-4096,8883573
2,backoff-1-4096,11581481
2,backoff-1-4096,8971939
4,backoff-1-4096,37497017
4,backoff-1-4096,37126386
4,backoff-1-4096,37208132
4,backoff-1-4096,36480462
4,backoff-1-4096,37542703
4,backoff-1-4096,37113852
4,backoff-1-4096,37427781
4,backoff-1-4096,37692651
4,backoff-1-4096,38461620
4,backoff-1-4096,38710829
4,backoff-1-4096,38223362
4,backoff-1-4096,36617578
4,backoff-1-4096,38615818
4,backoff-1-4096,37573162
4,backoff-1-4096,38113160
4,backoff-1-4096,37180310
4,backoff-1-4096,37922191
4,backoff-1-4096,38674233
4,backoff-1-4096,37478761
4,backoff-1-4096,38792544
4,backoff-1-4096,38154242
4,backoff-1-4096,38564418
4,backoff-1-4096,36683088
4,backoff-1-4096,38336926
4,backoff-1-4096,37837560
4,backoff-1-4096,38209840
4,backoff-1-4096,37948440
4,backoff-1-4096,37691965
4,backoff-1-4096,38556334
4,backoff-1-4096,37916084
4,backoff-1-4096,36170823
4,backoff-1-4096,37996333
4,backoff-1-4096,37427477
4,backoff-1-4096,38433141
4,backoff-1-4096,36433621
4,backoff-1-4096,38577099
4,backoff-1-4096,38876046
4,backoff-1-4096,38203442
4,backoff-1-4096,38167560
4,backoff-1-4096,37702898
4,backoff-1-4096,38180831
4,backoff-1-4096,37972893
4,backoff-1-4096,37180814
4,backoff-1-4096,38481680
4,backoff-1-4096,38290511
4,backoff-1-4096,37995630
4,backoff-1-4096,38258147
4,backoff-1-4096,37898169
4,backoff-1-4096,38469707
4,backoff-1-4096,37885237
6,backoff-1-4096,76946551
6,backoff-1-4096,77508742
6,backoff-1-4096,76696230
6,backoff-1-4096,74829382
6,backoff-1-4096,75685666
6,backoff-1-4096,75981279
6,backoff-1-4096,76064562
6,backoff-1-4096,75893298
6,backoff-1-4096,76795218
6,backoff-1-4096,75929729
6,backoff-1-4096,75958992
6,backoff-1-4096,77622544
6,backoff-1-4096,76848883
6,backoff-1-4096,75773293
6,backoff-1-4096,76627005
6,backoff-1-4096,76717860
6,backoff-1-4096,76912688
6,backoff-1-4096,76248519
6,backoff-1-4096,76355617
6,backoff-1-4096,77309225
6,backoff-1-4096,77443745
6,backoff-1-4096,77346159
6,backoff-1-4096,76711753
6,backoff-1-4096,76006458
6,backoff-1-4096,75898876
6,backoff-1-4096,75853934
6,backoff-1-4096,75719228
6,backoff-1-4096,76062353
6,backoff-1-4096,76760905
6,backoff-1-4096,77473700
6,backoff-1-4096,76254583
6,backoff-1-4096,76792966
6,backoff-1-4096,76839196
6,backoff-1-4096,76541740
6,backoff-1-4096,76428906
6,backoff-1-4096,76015537
6,backoff-1-4096,76068041
6,backoff-1-4096,77368261
6,backoff-1-4096,76544318
6,backoff-1-4096,75859821
6,backoff-1-4096,76099143
6,backoff-1-4096,75460172
6,backoff-1-4096,75940638
6,backoff-1-4096,76546776
6,backoff-1-4096,75953099
6,backoff-1-4096,75425154
6,backoff-1-4096,76497189
6,backoff-1-4096,76113248
6,backoff-1-4096,75861917
6,backoff-1-4096,75714630
8,backoff-1-4096,103168542
8,backoff-1-4096,100360914
8,backoff-1-4096,102261505
8,backoff-1-4096,103496692
8,backoff-1-4096,103129835
8,backoff-1-4096,102217090
8,backoff-1-4096,104684255
8,backoff-1-4096,103567808
8,backoff-1-4096,103012711
8,backoff-1-4096,102233690
8,backoff-1-4096,104378779
8,backoff-1-4096,101259232
8,backoff-1-4096,100113846
8,backoff-1-4096,101544624
8,backoff-1-4096,102305405
8,backoff-1-4096,103155846
8,backoff-1-4096,100361670
8,backoff-1-4096,100641670
8,backoff-1-4096,101817426
8,backoff-1-4096,103380074
8,backoff-1-4096,102916296
8,backoff-1-4096,104354902
8,backoff-1-4096,103344257
8,backoff-1-4096,102861838
8,backoff-1-4096,101299245
8,backoff-1-4096,104360422
8,backoff-1-4096,100272369
8,backoff-1-4096,103831959
8,backoff-1-4096,103360186
8,backoff-1-4096,102010099
8,backoff-1-4096,102973349
8,backoff-1-4096,102797276
8,backoff-1-4096,103526499
8,backoff-1-4096,101675163
8,backoff-1-4096,103728995
8,backoff-1-4096,102164077
8,backoff-1-4096,103674995
8,backoff-1-4096,102391461
8,backoff-1-4096,103853492
8,backoff-1-4096,102679136
8,backoff-1-4096,101887919
8,backoff-1-4096,102793132
8,backoff-1-4096,101502542
8,backoff-1-4096,104215258
8,backoff-1-4096,103553582
8,backoff-1-4096,102159747
8,backoff-1-4096,103056438
8,backoff-1-4096,102116099
8,backoff-1-4096,102005608
8,backoff-1-4096,103458729
10,backoff-1-4096,126484688
10,backoff-1-4096,122508060
10,backoff-1-4096,122919017
10,backoff-1-4096,122973443
10,backoff-1-4096,126330342
10,backoff-1-4096,126364837
10,backoff-1-4096,121261641
10,backoff-1-4096,121228108
10,backoff-1-4096,121518394
10,backoff-1-4096,121518422
10,backoff-1-4096,121188446
10,backoff-1-4096,121195009
10,backoff-1-4096,122621424
10,backoff-1-4096,120778504
10,backoff-1-4096,119965218
10,backoff-1-4096,126163434
10,backoff-1-4096,124062097
10,backoff-1-4096,122192787
10,backoff-1-4096,121048139
10,backoff-1-4096,122229938
10,backoff-1-4096,120876246
10,backoff-1-4096,123096326
10,backoff-1-4096,123174795
10,backoff-1-4096,121254766
10,backoff-1-4096,122940496
10,backoff-1-4096,121430066
10,backoff-1-4096,121448250
10,backoff-1-4096,121478726
10,backoff-1-4096,121447869
10,backoff-1-4096,119120290
10,backoff-1-4096,121389972
10,backoff-1-4096,122685951
10,backoff-1-4096,123172261
10,backoff-1-4096,120458674
10,backoff-1-4096,121332503
10,backoff-1-4096,121449492
10,backoff-1-4096,119926531
10,backoff-1-4096,121942550
10,backoff-1-4096,121055151
10,backoff-1-4096,121143192
10,backoff-1-4096,122121549
10,backoff-1-4096,117918666
10,backoff-1-4096,122934234
10,backoff-1-4096,123429738
10,backoff-1-4096,122292591
10,backoff-1-4096,121336648
10,backoff-1-4096,126115249
10,backoff-1-4096,123271599
10,backoff-1-4096,117924527
10,backoff-1-4096,124216929
1,backoff-16-64,1502030
1,backoff-16-64,1429284
1,backoff-16-64,1478060
1,backoff-16-64,1434046
1,backoff-16-64,1468321
1,backoff-16-64,1433925
1,backoff-16-64,1452590
1,backoff-16-64,1443610
1,backoff-16-64,1429514
1,backoff-16-64,1476084
1,backoff-16-64,1428463
1,backoff-16-64,1458289
1,backoff-16-64,1419045
1,backoff-16-64,1482416
1,backoff-16-64,1437952
1,backoff-16-64,1467388
1,backoff-16-64,1431979
1,backoff-16-64,1432751
1,backoff-16-64,1476612
1,backoff-16-64,1434110
1,backoff-16-64,1487720
1,backoff-16-64,1433852
1,backoff-16-64,1470958
